Station_ID,City,Charger_Type,Vehicle_Type,Energy_Consumed_kWh,Grid_Load_kW,Station_Status,Date
EV14041,Trivandrum,Level 2,Car,204.95,326.59,Active,2025-01-31
EV14042,Delhi,Level 2,Bike,32.71,479.62,Inactive,2025-11-24
EV14043,Bengaluru,Level 2,Car,241.2,170.44,Active,2025-11-16
EV14044,Trivandrum,Fast,Bus,163.78,302.25,Active,2025-05-14
EV14045,Calicut,Slow,Bike,137.91,423.18,Active,2025-02-06
EV14046,Bengaluru,Level 2,Bus,71.03,292.13,Inactive,2025-01-12
EV14047,Chennai,Slow,Bike,164.12,161.91,Active,2025-08-05
EV14048,Hyderabad,Level 2,Bus,85.47,288.75,Inactive,2025-02-19
EV14049,Calicut,Slow,Car,60.57,224.5,Active,2025-11-10
EV14050,Delhi,Slow,Bus,73.32,154.95,Active,2025-01-19
EV14051,Chennai,Slow,Bus,104.22,135.31,Active,2025-07-15
EV14052,Delhi,DC Fast,Bus,173.12,310.63,Inactive,2025-09-24
EV14053,Delhi,Level 2,Car,146.25,372.23,Active,2025-12-26
EV14054,Chennai,Level 2,Bus,167.61,333.23,Inactive,2025-03-17
EV14055,Trivandrum,Fast,Bike,41.75,480.37,Active,2025-07-08
EV14056,Hyderabad,Slow,Bus,108.09,335.27,Inactive,2025-07-31
EV14057,Calicut,Fast,Bike,14.84,385.17,Active,2025-06-29
EV14058,Hyderabad,Level 2,Car,111.83,444.1,Inactive,2025-06-14
EV14059,Bengaluru,Slow,Car,143.65,489.48,Active,2025-10-26
EV14060,Trivandrum,Slow,Bus,14.43,27.85,Inactive,2025-05-23
EV14061,Bengaluru,Slow,Bike,126.96,430.4,Inactive,2025-08-26
EV14062,Bengaluru,Slow,Bus,218.77,386.47,Active,2025-09-23
EV14063,Trivandrum,Fast,Bike,139.91,36.07,Active,2025-11-24
EV14064,Kochi,Slow,Bus,140.52,177.14,Active,2025-07-16
EV14065,Mumbai,DC Fast,Car,44.94,280.99,Inactive,2025-05-26
EV14066,Bengaluru,Level 2,Car,238.95,138.44,Inactive,2025-10-21
EV14067,Calicut,Slow,Bike,46.76,75.63,Inactive,2025-04-11
EV14068,Chennai,Slow,Bus,155.66,315.28,Inactive,2025-12-18
EV14069,Chennai,Slow,Car,91.51,113.12,Inactive,2025-11-14
EV14070,Chennai,Fast,Bus,212.46,213.01,Active,2025-03-23
EV14071,Hyderabad,Slow,Car,179.37,143.04,Active,2025-06-23
EV14072,Bengaluru,DC Fast,Bus,106.57,264.25,Active,2025-11-20
EV14073,Kochi,Level 2,Bus,91.16,225.25,Active,2025-08-21
EV14074,Calicut,DC Fast,Bike,239.87,235.05,Active,2025-10-25
EV14075,Kochi,Fast,Car,101.9,84.3,Active,2025-09-27
EV14076,Chennai,Level 2,Bike,134.87,207.27,Active,2025-11-23
EV14077,Bengaluru,Fast,Bike,249.45,65.87,Inactive,2025-07-01
EV14078,Hyderabad,Level 2,Bus,126.85,259.78,Active,2025-08-29
EV14079,Kochi,Slow,Car,73.17,318.77,Inactive,2025-10-15
EV14080,Delhi,DC Fast,Bus,147.9,244.07,Inactive,2025-09-28
EV14081,Delhi,DC Fast,Bike,147.51,230.71,Inactive,2025-08-04
EV14082,Delhi,Fast,Bike,134.95,250.59,Inactive,2025-02-14
EV14083,Delhi,Fast,Car,223.8,243.96,Active,2025-07-21
EV14084,Calicut,Fast,Bus,222.77,345.1,Active,2025-04-05
EV14085,Mumbai,DC Fast,Car,196.78,228.57,Active,2025-09-06
EV14086,Hyderabad,DC Fast,Bike,131.32,366.05,Inactive,2025-06-14
EV14087,Kochi,Level 2,Car,44.18,432.31,Active,2025-10-08
EV14088,Delhi,Level 2,Bus,233.41,335.48,Active,2025-11-15
EV14089,Hyderabad,DC Fast,Bike,236.17,424.85,Active,2025-05-01
EV14090,Bengaluru,Level 2,Bike,133.36,60.1,Active,2025-05-08
EV14091,Kochi,Slow,Bike,191.1,43.62,Active,2025-07-01
EV14092,Trivandrum,DC Fast,Car,144.37,67.48,Inactive,2025-08-21
EV14093,Delhi,Slow,Car,186.54,151.72,Inactive,2025-12-10
EV14094,Mumbai,Fast,Bike,67.69,242.75,Active,2025-01-23
EV14095,Trivandrum,Slow,Car,225.09,473.28,Inactive,2025-04-02
EV14096,Delhi,DC Fast,Bike,90.83,421.58,Active,2025-11-15
EV14097,Hyderabad,Slow,Car,243.31,186.35,Inactive,2025-06-03
EV14098,Mumbai,Slow,Bus,229.44,169.76,Inactive,2025-08-27
EV14099,Mumbai,DC Fast,Bus,51.79,32.62,Inactive,2025-09-06
EV14100,Mumbai,Fast,Bus,87.28,243.64,Active,2025-05-13
EV14101,Calicut,DC Fast,Car,150.04,88.81,Inactive,2025-05-18
EV14102,Chennai,Level 2,Bike,189.03,289.02,Inactive,2025-02-21
EV14103,Bengaluru,DC Fast,Car,155.23,104.86,Inactive,2025-08-26
EV14104,Mumbai,Level 2,Bike,128.13,102.66,Active,2025-12-04
EV14105,Delhi,Fast,Car,237.59,331.13,Active,2025-05-02
EV14106,Mumbai,DC Fast,Bus,26.62,453.03,Inactive,2025-01-17
EV14107,Hyderabad,DC Fast,Car,155.28,355.61,Active,2025-12-08
EV14108,Hyderabad,Fast,Car,157.61,122.3,Active,2025-03-28
EV14109,Chennai,Slow,Bus,119.01,30.41,Inactive,2025-06-02
EV14110,Calicut,Level 2,Bike,243.05,232.99,Inactive,2025-09-07
EV14111,Calicut,DC Fast,Bike,115.22,115.25,Inactive,2025-02-01
EV14112,Bengaluru,Level 2,Bus,150.71,286.99,Inactive,2025-08-19
EV14113,Mumbai,Fast,Bike,59.56,374.83,Inactive,2025-04-26
EV14114,Kochi,Fast,Bus,135.62,150.01,Active,2025-06-26
EV14115,Calicut,DC Fast,Bus,67.86,265.48,Active,2025-12-22
EV14116,Mumbai,Slow,Bus,13.78,107.41,Inactive,2025-03-11
EV14117,Mumbai,Slow,Bus,61.62,454.25,Active,2025-07-25
EV14118,Chennai,Level 2,Car,16.85,459.93,Inactive,2025-03-30
EV14119,Delhi,Level 2,Bike,193.22,162.91,Active,2025-02-17
EV14120,Chennai,DC Fast,Bus,149.37,265.73,Inactive,2025-05-19
EV14121,Mumbai,Level 2,Bus,17.53,76.13,Inactive,2025-07-18
EV14122,Delhi,Slow,Bike,236.8,335.48,Active,2025-09-16
EV14123,Mumbai,Fast,Bike,78.34,359.28,Inactive,2025-03-14
EV14124,Delhi,Slow,Bike,91.66,34.42,Inactive,2025-03-14
EV14125,Bengaluru,Slow,Bike,211.12,250.9,Inactive,2025-10-17
EV14126,Mumbai,Fast,Bike,29.51,334.0,Active,2025-07-03
EV14127,Hyderabad,DC Fast,Car,236.83,253.42,Inactive,2025-09-30
EV14128,Hyderabad,DC Fast,Car,172.56,423.6,Inactive,2025-12-05
EV14129,Mumbai,Level 2,Car,218.58,127.44,Inactive,2025-08-08
EV14130,Delhi,Fast,Bus,119.03,22.6,Inactive,2025-09-12
EV14131,Chennai,DC Fast,Bike,221.82,203.1,Inactive,2025-02-17
EV14132,Trivandrum,DC Fast,Car,114.4,42.5,Active,2025-11-12
EV14133,Delhi,Fast,Bike,29.1,89.31,Inactive,2025-12-24
EV14134,Calicut,Level 2,Car,49.89,174.58,Active,2025-11-17
EV14135,Bengaluru,DC Fast,Car,171.18,498.35,Inactive,2025-06-25
EV14136,Bengaluru,Level 2,Car,107.09,346.76,Active,2025-03-28
EV14137,Kochi,Slow,Bike,37.86,30.93,Inactive,2025-05-11
EV14138,Bengaluru,Slow,Car,182.27,105.53,Inactive,2025-07-23
EV14139,Bengaluru,Fast,Bike,147.52,369.38,Active,2025-06-08
EV14140,Mumbai,Level 2,Car,129.35,396.72,Inactive,2025-01-23
EV14141,Trivandrum,Fast,Bus,147.46,239.41,Inactive,2025-01-19
EV14142,Mumbai,Slow,Bus,195.4,335.08,Active,2025-08-24
EV14143,Chennai,Slow,Car,173.93,440.9,Inactive,2025-09-21
EV14144,Hyderabad,Fast,Car,67.52,210.33,Inactive,2025-10-16
EV14145,Hyderabad,DC Fast,Bike,32.34,219.68,Active,2025-11-25
EV14146,Hyderabad,Slow,Bike,182.35,191.71,Active,2025-09-28
EV14147,Chennai,DC Fast,Bus,118.15,265.54,Inactive,2025-09-03
EV14148,Mumbai,Level 2,Car,116.62,26.82,Inactive,2025-06-24
EV14149,Chennai,DC Fast,Bus,149.22,299.64,Inactive,2025-06-16
EV14150,Calicut,Slow,Bus,221.38,157.99,Active,2025-01-05
EV14151,Bengaluru,Level 2,Bike,33.97,172.02,Active,2025-03-12
EV14152,Chennai,Fast,Bike,216.16,355.63,Active,2025-10-08
EV14153,Hyderabad,Fast,Bike,157.42,107.55,Inactive,2025-12-21
EV14154,Bengaluru,DC Fast,Bike,245.52,162.77,Active,2025-04-27
EV14155,Delhi,Slow,Bus,48.32,184.51,Active,2025-10-09
EV14156,Chennai,Slow,Bike,108.52,305.58,Inactive,2025-04-09
EV14157,Calicut,Level 2,Bus,106.21,145.7,Active,2025-11-15
EV14158,Delhi,DC Fast,Bike,20.77,93.58,Active,2025-05-28
EV14159,Delhi,Slow,Bike,239.57,51.09,Active,2025-06-30
EV14160,Kochi,Fast,Car,168.92,128.18,Active,2025-05-08
EV14161,Kochi,DC Fast,Bike,234.13,94.51,Active,2025-01-25
EV14162,Bengaluru,Level 2,Bike,151.09,123.63,Inactive,2025-02-19
EV14163,Bengaluru,Level 2,Car,100.13,156.95,Inactive,2025-09-28
EV14164,Delhi,Fast,Bus,112.3,423.4,Inactive,2025-07-20
EV14165,Calicut,Slow,Bus,190.47,179.71,Active,2025-03-01
EV14166,Bengaluru,Slow,Car,18.65,71.29,Inactive,2025-12-09
EV14167,Chennai,Fast,Car,31.83,65.31,Active,2025-08-31
EV14168,Delhi,Level 2,Bus,37.67,378.28,Active,2025-08-05
EV14169,Delhi,Slow,Bike,248.72,489.66,Active,2025-11-29
EV14170,Calicut,Level 2,Bike,28.63,279.17,Active,2025-04-07
EV14171,Calicut,DC Fast,Bike,229.13,31.46,Inactive,2025-03-01
EV14172,Kochi,Slow,Bike,34.52,372.39,Inactive,2025-09-17
EV14173,Bengaluru,Level 2,Bike,216.87,430.59,Inactive,2025-04-08
EV14174,Trivandrum,Fast,Bus,118.23,304.07,Inactive,2025-06-18
EV14175,Kochi,Fast,Bus,125.14,406.67,Inactive,2025-07-21
EV14176,Bengaluru,Level 2,Bike,226.75,77.54,Active,2025-01-19
EV14177,Hyderabad,Level 2,Car,100.47,350.73,Active,2025-10-15
EV14178,Calicut,Fast,Bus,95.33,183.3,Active,2025-12-27
EV14179,Chennai,DC Fast,Bus,222.17,104.68,Active,2025-03-12
EV14180,Delhi,Fast,Bike,220.85,407.59,Active,2025-05-01
EV14181,Delhi,Slow,Bus,121.12,148.85,Active,2025-09-24
EV14182,Hyderabad,Level 2,Bus,117.33,229.59,Active,2025-05-15
EV14183,Delhi,Level 2,Car,160.08,198.13,Active,2025-05-05
EV14184,Kochi,DC Fast,Car,84.12,391.63,Active,2025-04-26
EV14185,Hyderabad,Level 2,Car,130.57,341.43,Inactive,2025-11-11
EV14186,Bengaluru,DC Fast,Car,214.37,311.75,Inactive,2025-02-15
EV14187,Chennai,Fast,Bus,107.68,136.64,Inactive,2025-05-20
EV14188,Calicut,Level 2,Car,229.32,153.44,Active,2025-11-23
EV14189,Delhi,DC Fast,Bus,229.76,120.51,Inactive,2025-09-20
EV14190,Bengaluru,Slow,Bus,24.39,467.33,Active,2025-05-18
EV14191,Bengaluru,Level 2,Bike,217.48,202.97,Active,2025-10-18
EV14192,Chennai,Level 2,Bus,243.35,216.12,Inactive,2025-03-14
EV14193,Delhi,Level 2,Bike,49.45,439.77,Inactive,2025-09-18
EV14194,Bengaluru,DC Fast,Bus,49.4,50.55,Active,2025-08-09
EV14195,Kochi,Fast,Bike,218.89,493.38,Inactive,2025-12-30
EV14196,Chennai,Fast,Bus,129.59,216.13,Active,2025-10-21
EV14197,Calicut,Slow,Car,85.6,222.87,Inactive,2025-09-05
EV14198,Trivandrum,Slow,Bus,92.26,267.95,Active,2025-05-27
EV14199,Bengaluru,Slow,Car,110.85,30.99,Active,2025-01-27
EV14200,Chennai,Slow,Car,158.81,261.39,Inactive,2025-04-01
EV14201,Trivandrum,DC Fast,Bus,88.28,195.85,Inactive,2025-08-16
EV14202,Mumbai,Fast,Bus,65.75,481.09,Inactive,2025-08-13
EV14203,Bengaluru,Fast,Bus,43.3,303.4,Inactive,2025-12-24
EV14204,Bengaluru,Slow,Car,209.09,441.05,Active,2025-02-11
EV14205,Bengaluru,Fast,Bus,101.03,450.44,Inactive,2025-11-17
EV14206,Kochi,Level 2,Bike,68.67,494.9,Active,2025-11-08
EV14207,Trivandrum,Slow,Bus,106.45,217.7,Active,2025-02-21
EV14208,Delhi,DC Fast,Bus,60.19,202.48,Active,2025-12-03
EV14209,Bengaluru,Fast,Car,63.02,34.03,Inactive,2025-11-24
EV14210,Hyderabad,Level 2,Car,91.66,379.24,Inactive,2025-04-20
EV14211,Hyderabad,Level 2,Bus,39.95,254.54,Active,2025-11-21
EV14212,Chennai,DC Fast,Bus,98.26,370.55,Inactive,2025-05-23
EV14213,Delhi,Slow,Bus,242.81,370.67,Active,2025-07-07
EV14214,Chennai,Slow,Bus,20.28,176.8,Inactive,2025-11-15
EV14215,Chennai,DC Fast,Bus,138.96,295.66,Active,2025-10-03
EV14216,Chennai,Level 2,Car,86.87,367.51,Active,2025-02-04
EV14217,Trivandrum,Level 2,Bus,115.35,270.93,Active,2025-07-01
EV14218,Chennai,DC Fast,Car,17.69,206.25,Inactive,2025-06-13
EV14219,Hyderabad,DC Fast,Car,86.1,483.82,Inactive,2025-11-09
EV14220,Delhi,Slow,Bus,77.96,249.6,Inactive,2025-12-25
EV14221,Bengaluru,Fast,Bus,140.21,343.47,Active,2025-12-04
EV14222,Mumbai,DC Fast,Bike,166.07,35.29,Inactive,2025-05-23
EV14223,Chennai,Fast,Car,180.39,105.14,Active,2025-06-27
EV14224,Mumbai,Slow,Bike,102.0,75.37,Active,2025-01-24
EV14225,Chennai,Fast,Bike,106.04,29.34,Inactive,2025-12-29
EV14226,Calicut,DC Fast,Bike,206.44,137.46,Inactive,2025-11-04
EV14227,Kochi,Slow,Bus,127.32,123.57,Inactive,2025-06-29
EV14228,Chennai,Slow,Bike,217.37,181.66,Inactive,2025-11-02
EV14229,Calicut,DC Fast,Car,200.43,121.46,Active,2025-07-11
EV14230,Delhi,Level 2,Car,50.69,284.05,Inactive,2025-03-29
EV14231,Mumbai,Fast,Car,185.41,100.86,Active,2025-07-08
EV14232,Bengaluru,DC Fast,Bike,93.16,102.66,Active,2025-05-13
EV14233,Chennai,Level 2,Car,127.89,399.36,Active,2025-07-02
EV14234,Trivandrum,Slow,Car,230.28,420.24,Active,2025-09-28
EV14235,Kochi,Level 2,Bike,47.85,83.17,Active,2025-10-27
EV14236,Mumbai,Fast,Bus,87.28,343.03,Active,2025-12-09
EV14237,Kochi,Fast,Car,140.57,413.31,Inactive,2025-03-31
EV14238,Kochi,Level 2,Bike,70.45,97.68,Inactive,2025-04-26
EV14239,Trivandrum,DC Fast,Bike,125.47,258.47,Inactive,2025-03-03
EV14240,Chennai,DC Fast,Bike,106.48,230.29,Active,2025-03-28
EV14241,Calicut,DC Fast,Bike,207.35,446.28,Active,2025-09-06
EV14242,Kochi,Fast,Car,144.95,142.24,Active,2025-10-24
EV14243,Mumbai,Level 2,Bus,96.41,384.15,Inactive,2025-01-22
EV14244,Calicut,Level 2,Bike,155.76,149.14,Active,2025-05-31
EV14245,Kochi,DC Fast,Bus,184.74,387.08,Inactive,2025-05-15
EV14246,Bengaluru,Slow,Car,216.91,379.92,Inactive,2025-01-09
EV14247,Chennai,Fast,Bus,181.22,168.91,Active,2025-10-17
EV14248,Bengaluru,Fast,Bus,37.61,86.19,Active,2025-03-07
EV14249,Bengaluru,Fast,Car,67.1,279.24,Inactive,2025-05-13
EV14250,Hyderabad,Level 2,Bike,126.82,137.76,Active,2025-01-22
EV14251,Kochi,Slow,Bike,134.58,150.8,Inactive,2025-01-08
EV14252,Trivandrum,DC Fast,Bike,146.5,297.78,Active,2025-02-15
EV14253,Mumbai,Level 2,Bike,113.23,490.63,Active,2025-01-22
EV14254,Kochi,Slow,Bike,190.14,452.0,Inactive,2025-01-11
EV14255,Delhi,Level 2,Bike,24.71,471.75,Active,2025-06-11
EV14256,Delhi,Fast,Car,42.57,52.85,Inactive,2025-09-29
EV14257,Hyderabad,Level 2,Bike,97.57,169.75,Active,2025-04-23
EV14258,Calicut,Level 2,Car,174.24,201.27,Inactive,2025-02-17
EV14259,Chennai,Fast,Car,229.76,440.14,Active,2025-06-07
EV14260,Calicut,Level 2,Bus,232.18,31.45,Active,2025-02-16
EV14261,Bengaluru,Slow,Bike,142.56,226.16,Active,2025-11-05
EV14262,Trivandrum,Level 2,Car,89.37,92.21,Active,2025-02-10
EV14263,Kochi,DC Fast,Bike,22.29,183.58,Active,2025-04-19
EV14264,Delhi,DC Fast,Bus,174.8,45.7,Inactive,2025-12-16
EV14265,Calicut,DC Fast,Bike,139.18,302.86,Inactive,2025-08-09
EV14266,Calicut,Fast,Bus,64.04,340.5,Inactive,2025-04-19
EV14267,Calicut,Level 2,Car,90.98,407.48,Inactive,2025-03-01
EV14268,Hyderabad,Fast,Bus,228.31,366.98,Inactive,2025-06-05
EV14269,Hyderabad,Slow,Bus,220.23,203.19,Inactive,2025-03-16
EV14270,Calicut,Level 2,Car,67.02,180.33,Active,2025-02-19
EV14271,Kochi,Fast,Car,37.6,424.96,Active,2025-09-26
EV14272,Kochi,Fast,Car,111.25,29.77,Inactive,2025-01-11
EV14273,Kochi,Level 2,Car,239.2,31.36,Inactive,2025-10-20
EV14274,Calicut,Level 2,Car,27.02,285.58,Active,2025-09-17
EV14275,Mumbai,DC Fast,Car,75.34,35.48,Inactive,2025-10-07
EV14276,Mumbai,DC Fast,Bike,137.81,268.44,Active,2025-01-15
EV14277,Kochi,Fast,Car,70.84,87.33,Inactive,2025-09-29
EV14278,Delhi,Fast,Bike,84.62,424.94,Active,2025-04-27
EV14279,Trivandrum,Level 2,Bus,77.72,441.57,Active,2025-04-27
EV14280,Trivandrum,DC Fast,Car,83.59,282.01,Inactive,2025-03-27
EV14281,Bengaluru,Slow,Car,101.63,379.31,Inactive,2025-12-07
EV14282,Delhi,DC Fast,Car,143.46,278.13,Active,2025-10-26
EV14283,Trivandrum,Level 2,Bike,80.54,176.92,Inactive,2025-02-20
EV14284,Hyderabad,Level 2,Bike,130.8,455.99,Active,2025-04-13
EV14285,Kochi,DC Fast,Car,76.58,440.1,Inactive,2025-10-20
EV14286,Mumbai,DC Fast,Car,14.0,329.34,Active,2025-11-14
EV14287,Calicut,DC Fast,Bike,152.98,213.99,Active,2025-10-22
EV14288,Chennai,Fast,Bus,47.61,205.43,Active,2025-05-27
EV14289,Hyderabad,DC Fast,Car,115.8,289.9,Inactive,2025-11-05
EV14290,Mumbai,Level 2,Car,146.81,87.42,Active,2025-01-15
EV14291,Calicut,DC Fast,Car,236.1,242.65,Active,2025-11-24
EV14292,Calicut,Slow,Bus,240.51,407.02,Inactive,2025-12-15
EV14293,Bengaluru,DC Fast,Bike,103.02,488.23,Active,2025-08-11
EV14294,Mumbai,Slow,Bus,54.29,135.52,Inactive,2025-01-25
EV14295,Mumbai,DC Fast,Bus,82.09,63.98,Active,2025-04-18
EV14296,Chennai,DC Fast,Car,202.33,66.83,Active,2025-03-29
EV14297,Trivandrum,Level 2,Bike,226.62,105.58,Active,2025-05-17
EV14298,Kochi,Fast,Car,118.51,113.73,Active,2025-01-22
EV14299,Trivandrum,DC Fast,Bike,238.33,74.42,Inactive,2025-05-13
EV14300,Calicut,Fast,Bus,196.0,380.08,Active,2025-10-27
EV14301,Hyderabad,DC Fast,Bus,159.0,362.87,Inactive,2025-04-25
EV14302,Mumbai,Fast,Bike,28.63,269.48,Active,2025-04-02
EV14303,Bengaluru,Slow,Car,73.68,470.77,Active,2025-12-01
EV14304,Bengaluru,Slow,Car,208.58,120.54,Active,2025-07-07
EV14305,Mumbai,Slow,Bike,176.49,440.9,Active,2025-02-13
EV14306,Calicut,Level 2,Car,147.73,110.87,Active,2025-10-24
EV14307,Mumbai,Level 2,Bike,100.37,381.98,Inactive,2025-07-18
EV14308,Delhi,Slow,Car,184.23,165.33,Inactive,2025-01-24
EV14309,Chennai,Level 2,Bike,235.98,108.65,Active,2025-09-26
EV14310,Hyderabad,Level 2,Car,215.74,486.2,Inactive,2025-06-08
EV14311,Calicut,Level 2,Bike,166.18,419.39,Active,2025-04-18
EV14312,Bengaluru,DC Fast,Car,74.75,362.24,Active,2025-03-12
EV14313,Mumbai,DC Fast,Car,54.96,363.29,Inactive,2025-04-11
EV14314,Calicut,DC Fast,Car,234.1,254.74,Active,2025-08-06
EV14315,Kochi,Fast,Bike,228.84,84.87,Active,2025-08-20
EV14316,Calicut,Fast,Bus,130.69,300.8,Inactive,2025-01-19
EV14317,Hyderabad,Fast,Car,85.65,407.6,Inactive,2025-12-14
EV14318,Chennai,Slow,Car,36.18,92.3,Inactive,2025-10-09
EV14319,Bengaluru,Slow,Bus,110.59,300.24,Inactive,2025-11-14
EV14320,Bengaluru,DC Fast,Bus,75.95,298.93,Inactive,2025-12-23
EV14321,Kochi,DC Fast,Bike,156.97,416.54,Active,2025-04-08
EV14322,Bengaluru,DC Fast,Car,58.89,181.12,Inactive,2025-01-14
EV14323,Chennai,Slow,Bike,126.88,436.48,Active,2025-04-01
EV14324,Trivandrum,Slow,Bus,39.73,81.63,Active,2025-03-14
EV14325,Mumbai,Fast,Bus,140.3,101.08,Active,2025-08-20
EV14326,Mumbai,DC Fast,Bus,202.19,24.88,Active,2025-08-30
EV14327,Bengaluru,Slow,Bus,170.68,74.11,Active,2025-11-15
EV14328,Bengaluru,Level 2,Car,168.13,338.83,Inactive,2025-04-09
EV14329,Trivandrum,DC Fast,Bike,184.98,364.82,Active,2025-06-03
EV14330,Trivandrum,Slow,Car,151.9,80.54,Active,2025-06-06
EV14331,Kochi,Fast,Bike,200.95,57.88,Inactive,2025-06-07
EV14332,Hyderabad,Slow,Bike,55.72,363.27,Inactive,2025-08-22
EV14333,Trivandrum,Level 2,Bus,100.02,93.31,Active,2025-07-22
EV14334,Trivandrum,DC Fast,Bike,103.67,40.2,Inactive,2025-06-24
EV14335,Hyderabad,Slow,Bike,112.63,184.02,Active,2025-12-21
EV14336,Kochi,Level 2,Bike,141.29,210.05,Active,2025-01-25
EV14337,Bengaluru,Slow,Bus,54.46,418.57,Inactive,2025-04-07
EV14338,Calicut,Slow,Bus,17.47,403.02,Inactive,2025-09-22
EV14339,Trivandrum,Slow,Bike,221.9,437.42,Inactive,2025-01-22
EV14340,Trivandrum,DC Fast,Bus,12.06,122.86,Active,2025-11-20
EV14341,Bengaluru,Slow,Car,107.46,87.68,Active,2025-02-12
EV14342,Trivandrum,DC Fast,Car,198.32,315.48,Inactive,2025-06-19
EV14343,Chennai,Level 2,Bus,144.74,113.77,Inactive,2025-10-17
EV14344,Delhi,Level 2,Bike,76.48,110.91,Inactive,2025-10-22
EV14345,Kochi,Slow,Car,188.53,121.26,Active,2025-02-24
EV14346,Bengaluru,Level 2,Car,248.41,443.08,Inactive,2025-03-07
EV14347,Delhi,Fast,Bike,96.41,20.63,Active,2025-06-04
EV14348,Mumbai,Level 2,Bus,62.2,398.7,Active,2025-05-25
EV14349,Calicut,Fast,Bike,138.19,420.28,Active,2025-03-11
EV14350,Kochi,DC Fast,Car,114.79,463.1,Active,2025-12-02
EV14351,Chennai,DC Fast,Car,38.38,143.49,Active,2025-11-21
EV14352,Chennai,Level 2,Bus,189.68,456.44,Active,2025-12-13
EV14353,Calicut,DC Fast,Bike,13.02,217.21,Active,2025-06-08
EV14354,Mumbai,Slow,Bike,78.65,245.92,Active,2025-08-05
EV14355,Bengaluru,Slow,Bike,28.23,256.44,Inactive,2025-02-18
EV14356,Delhi,DC Fast,Bike,118.31,345.87,Active,2025-06-10
EV14357,Chennai,DC Fast,Car,191.77,468.09,Inactive,2025-08-23
EV14358,Hyderabad,Slow,Bike,249.54,163.2,Active,2025-01-22
EV14359,Bengaluru,Level 2,Bike,140.91,319.24,Active,2025-05-26
EV14360,Hyderabad,Level 2,Bike,74.5,255.11,Active,2025-07-29
EV14361,Calicut,DC Fast,Bus,230.36,486.41,Active,2025-12-13
EV14362,Mumbai,Slow,Bike,104.07,444.9,Active,2025-02-20
EV14363,Trivandrum,Slow,Bus,75.28,224.9,Active,2025-02-12
EV14364,Bengaluru,Fast,Bus,93.68,356.7,Inactive,2025-05-23
EV14365,Delhi,Fast,Car,41.78,243.18,Active,2025-07-30
EV14366,Bengaluru,DC Fast,Bike,147.48,368.19,Inactive,2025-04-12
EV14367,Hyderabad,Slow,Car,90.41,181.95,Inactive,2025-04-30
EV14368,Trivandrum,Fast,Car,214.51,191.62,Inactive,2025-09-25
EV14369,Calicut,DC Fast,Bike,194.52,117.85,Active,2025-06-21
EV14370,Trivandrum,DC Fast,Car,126.53,343.88,Active,2025-04-27
EV14371,Delhi,DC Fast,Car,177.12,336.97,Inactive,2025-09-24
EV14372,Calicut,Slow,Bus,163.58,126.43,Inactive,2025-05-13
EV14373,Chennai,Slow,Car,140.88,348.38,Inactive,2025-08-29
EV14374,Delhi,Fast,Bike,188.86,233.18,Active,2025-03-10
EV14375,Bengaluru,Slow,Car,53.43,325.57,Inactive,2025-04-02
EV14376,Trivandrum,Level 2,Bike,16.28,88.43,Active,2025-12-19
EV14377,Bengaluru,Slow,Bus,115.74,376.61,Inactive,2025-11-21
EV14378,Delhi,Fast,Bike,208.17,56.48,Active,2025-03-18
EV14379,Calicut,DC Fast,Bike,91.62,225.03,Inactive,2025-05-23
EV14380,Bengaluru,DC Fast,Bus,42.2,324.29,Active,2025-06-22
EV14381,Trivandrum,Level 2,Car,136.7,240.52,Inactive,2025-10-13
EV14382,Trivandrum,Slow,Bike,42.08,241.44,Inactive,2025-08-02
EV14383,Trivandrum,Slow,Car,210.59,446.13,Active,2025-06-09
EV14384,Chennai,DC Fast,Car,13.94,35.23,Inactive,2025-04-04
EV14385,Trivandrum,Level 2,Bike,86.62,256.94,Inactive,2025-07-03
EV14386,Mumbai,Slow,Bike,168.7,44.89,Active,2025-12-11
EV14387,Mumbai,Slow,Car,157.18,490.92,Active,2025-12-20
EV14388,Kochi,Slow,Bus,43.52,323.64,Inactive,2025-07-24
EV14389,Bengaluru,Fast,Car,19.73,485.33,Inactive,2025-07-05
EV14390,Bengaluru,Fast,Bike,129.74,227.19,Active,2025-04-28
EV14391,Calicut,Slow,Car,59.77,130.1,Active,2025-08-18
EV14392,Trivandrum,Slow,Bike,172.95,123.68,Active,2025-02-05
EV14393,Chennai,Fast,Bike,213.88,188.56,Inactive,2025-05-31
EV14394,Mumbai,Level 2,Car,35.8,435.27,Inactive,2025-02-07
EV14395,Kochi,Level 2,Car,143.19,450.66,Inactive,2025-07-26
EV14396,Hyderabad,DC Fast,Bus,166.85,34.37,Active,2025-05-12
EV14397,Kochi,Level 2,Car,176.47,364.66,Active,2025-12-19
EV14398,Trivandrum,DC Fast,Bike,79.67,316.04,Active,2025-11-23
EV14399,Kochi,Fast,Car,128.49,336.76,Inactive,2025-02-12
EV14400,Bengaluru,DC Fast,Bus,122.54,269.76,Active,2025-04-16
EV14401,Calicut,Level 2,Bike,232.53,346.97,Inactive,2025-01-17
EV14402,Bengaluru,DC Fast,Bike,234.23,71.66,Active,2025-04-05
EV14403,Chennai,Level 2,Bike,175.15,47.13,Inactive,2025-03-29
EV14404,Hyderabad,DC Fast,Bus,158.59,324.64,Active,2025-01-08
